name,message,since,link,country
TheProdigyK,"カナタちゃん、こんなにたくさんの幸せを本当にありがとう。
デビューの時からずっと応援してきたし、絶対に忘れないよ。
お別れするのは本当に悲しいけど、
この手紙があなたに届くことを願っています。
どこへ行っても幸せでいてほしいし、
天音かなたに命を吹き込んで、自分で作り上げた思い出を、ずっと大切にしてほしい。",2019,,
moby,"hello! I used to show your Youtube videos to my girlfriend over video call, and now I show them to her in person as we share a home together. you’ve been a constant for many of my recent life changes and i’m sad to see you go but i’m wishing you the best! thank you!!!",2023,https://x.com/catboyclaws/status/2003688098610446500?s=46&t=bLRoSP1EiBwWUmJv-YsxEA,United States
rrrpl,"日本語が苦手なので翻訳者として書いています。
日本語がよく分からなくても声を聞くだけでも良かったです。
雑談、歌、ゲーム何をしてもよかったです。
ワールドツアーの一環として韓国で公演すると言われたときも嬉しかったです。

しかし、送らなければなりません。

覚えておいてください。
あなたはあなたの考えよりも優れた人です。
もっと愛される人です。
もっと愛されてもいい人です。
自分を過小評価しないでください。

難しい場合はいつでも戻ってください。
私たちは皆待っています。
そして是非健康にしてください。

あなたは永遠に私の最高のアイドルです。
당신은 영원히 제 최고의 아이돌 입니다.",2022,,"Korea, South"
maina,今までかなたを会った4年は本当に奇跡のようでした.. ありがとうございます。また明日！,2022,https://x.com/maina_n5/status/1997226464849318072?s=20,"Korea, South"
Poohboy,"Konkanatan Hello there Kana-tan it is sad that we might never see/hear you again but at least we have opportunity to say goodbye, I hope your will find happiness on your next journey. Thank you for being yourself and giving us so much joy in these lonely time.I will always remember you. 💙 ",2020,,Thailand
Astraea,"Thank you for all years of effort and hard work. It was your passionate effort, resilience, and care to those around you that helped me even get into Hololive and vtubers all together, and I still revere the hard work you put out. Thank you for everything, and may you find new joys everywhere!",2020,https://x.com/Astra_ofAntares/status/2003686127853859055?s=20,United States
R0kush0,"KonKanata! I got into hololive from Azur Lane collab. It's been a crazy ride watching your idol journey since debut, both fun times and hard times, I have so much to say but I don't know how to say it haha. So I'll just say thank you for these past 6 years, Kanatan! 元気でね、かなたん T-T",2020,,Malaysia
namae,"I'll never forget you, and I'll always be waiting for you.",2020,https://x.com/namae_70e/status/1955207410743959565/photo/1,Canada
Triticeae,下手くそな日本語でごめんね。もともとはつまらなくて暗い人で、音楽も好きじゃなかった。今も相変わらずだけれど、あなたが音楽の楽しさを教えてくれた。プレイリストにはあなたの歌しかない。あなたの努力に心を動かされ、歌に照らされた。悔しくて残念だけれど、卒業おめでとう。わたしにとっての五年間は、人生で一番楽しい時間だった。本当にありがとう、そしてお疲れ様でした。いつどこにいても、あなたのこれからの人生が自分らしく輝けますように。,2020,,United States
panda_silver,"6年間の活動、本当にお疲れ様でした。2期生の頃から何となく見ていましたが、デビュー配信で「推しだ」と確信しました。大学生活が辛い時も励ましで救われ、卒業まで頑張れました。有明ライブは初の海外一人旅で仲間と出会えた大切な思い出。願いは、あなたが幸せを見つけ、音楽を自由に届け続けること。感謝と永遠の推しです。
",2019,https://x.com/slaccpanda/status/2003701367719051638?s=20,Thailand
Ppang,"かなたの卒業発表の2日後、トワも卒業する夢を見ました。短期間で二人が卒業するのは辛かったけど、なぜかトワがイギリスに行ってかなたに会うのは少し嬉しかったです。なぜイギリスなのかは分かりません。夢の中で一日ぐらい過ごして、とても辛かったです。起きてから夢だと気づくまでに数分かかりました。気づいた後、夢でよかったと思いました。

かなたが卒業した後も元気で幸せでいてほしいです。ありがとう、大好きです。",2019,,Indonesia
astronomo2003,Te amo Kanatan大好きだよかなたん！サンスの配信から応援してるよ一生忘れませんお元気でね無理しないでねどうか幸せな人生を送れますようにいつもありがとうおつかなた〜(泣),2021,https://x.com/i/status/2003711913717563860,Colombia
,Thank you for everything! BIG LOVE!,2020,,Canada
Zeal,"かなた…6年間ありがとう。

私があなたを見始めたのは2021年からでした。
仕事の都合で、いくつかの配信は追えなかったけれど、

あなたは私の人生にたくさんの喜びをくれて、
毎日をとても明るくしてくれました。

だから、ありがとう、かなた。
また会える日まで。",2023,,United Arab Emirates
Alice S,かなたんはいつまでも私の神押しです。幸せになりなさいよ！好き好き大好き！,2020,,United States
A-Ariya,"僕にとって、君はかけがえのない存在で、君がいない世界は寂しけれど、もう引き留めない。やめるのやめろっても言わない。君の存在には、感謝以外の言葉はないんだから、幸せになれば最後まで見送ってあげる。それも恩返しだと思う。
さて天使よ、その背中の羽を羽ばたき、高く大空へ翔べよ。
皆んなのこと、忘れないでね。いつもありがとう。",2023,https://x.com/ArithatAriyanu1/status/2003141759707275740?s=20,Thailand
sato mizuki,"Thank you for everything, Kanata. Watching you has helped me give myself a 2nd chance at chasing my own dreams. I want to say “Don’t go”, but it would be too selfish. I hope you find happiness as a civilian. Please never forget us Heimin and how much we love you.",2022,https://x.com/thenipahhut/status/1832172970233753960,United States
へい民,"💙🤍💫🤍💙
お疲れ様でした！！！！！！6年間、へい民に与えてくださったすべての喜びと笑いに感謝します。どこへ行かれても、ご健康とご多幸をお祈り申し上げます。私たちの天使でいてくれて本当にありがとう。
💙🤍💫🤍💙",,,United States
NixtheWatcher,"Thanks for everything Kanata, may you fly high forever more. すべてに感謝します。永遠に高く飛び続けますように",2023,,Australia
Zack8444,Your singing is the best!!!,2022,https://x.com/Zacky8444/status/2003749042661326971,United States
nyczbrandon,Thank you for sharing your beautiful voice with us.  I will never forget it,2020,,United States
Mirko D,Thank you for everything Kanata! Your music and your passion for it where always something that leaves me speechless! I fell in love with it from the first time I listen to it. And I love how funny and cute you are. You became the most wonderful Angel in our lives Kanata and I will never forget you!,2021,,Germany
Andrey,"かなたさん、お疲れ様。
私は普段からあまり配信を見ないんだけど、2022年にたまたま「特者生存ワンダラダー!!」に出会ったんだ。その時から、悲しい時とか、かなたんのライブ配信を見てるよ。
日本語はまだよくわからないけど、かなたんの話を聞くと、親友と話してるみたいな気がして、いい気分になるんだ。
この4年、本当にありがとうございました。
かなたんのこと、ずっと忘れない。
お幸せに。",2022,,Russia
ShiroP,"かなたん、今まで本当にお疲れさまでした！！
配信はいつも楽しくて、大好きです。
かなたんのおかげで、イラストを描き続けるモチベーションをもらっています。
これからのご活躍も心から応援しています。
ずっと大好きです。ありがとう！！",2020,https://x.com/Shiro_Pawn/status/2003762215216918896,United States
Meri,"Thanks to Kanatan, I learned to try my best even if i did not have the confidence. Kanata is always shining so brightly and that light guided me to always be a better version of myself. Kanata is our perfect precious tenshi and we are happy to have been touched by the angel and her heavenly sound. ",2021,https://x.com/iminmydaydreams/status/2003763277634113861?s=20,Philippines
Faa,かなたさん、あなたの創造性で私たちの生活を明るく照らしてくれて本当にありがとうございます。あなたは素晴らしく力強い声と、優しい心をお持ちです。あなたの成長を見守るのは本当に楽しかったですし、LOCK ONは素晴らしい経験でした。あなたの健康と幸せを心からお祈りしています。BIG LOVE from everseas!,2023,https://x.com/terry_rona25818/status/2003400767345201175,Russia
Swords,"Thank you for everything Kanata! I will miss you, please take care of yourself!",2021,https://x.com/i/status/1998834178927005724,United States
XNLaizer,Thank you so much and for everything Kanata!!!,2025,https://x.com/bindeamer/status/2003765846636908905?s=46&t=3ApNLXdeFgO9RV8nffbCzw,Thailand
Kurisu,"Dear Kanata,
As someone who has admired you for five years,
It's sad to see you go.
Thank you for everything, and good luck.",2020,,Philippines
Spicadox,この6年間お疲れ様でした。「Getting Over It」から私のコメント「Kobayashi~」を拾ってくれてからずっとへい民です。かなたんが卒業するのは悲しいけど、もっと悲しいのはかなたんがインターネットからいなくなってしまうことです。この世界が、天音かなたの才能と素晴らしい歌声を失うのは本当に残念です。「探さないで」と言ったとき、泣いてしまいました。この人生が終わるまでへい民だから、ごめんね。これからも、ずっとかなたんのことを探して、待ってる。,2020,,United States
Cyneph,"私たちと楽しい時間を共有していただきありがとうございました。あなたはいつも私の心の中で特別な場所を持っています。生まれてきてくれてありがとう。楽しく幸せな人生を送れるよう願っております。
",2022,,India
Jerek,カナタ、君を見守った三年間、ありがとう。寂しくなるよ。どうかゆっくり休んで。いつかまた会える日を、これからも祈っている。(by DeepL). I shall wait forever for Dark souls 2 playthrough if I must.,2023,,Finland
Akusha,"かなたんへ
この6年間、本当にお疲れ様でした！
あなたの歌に感謝します！
あなたの優しさに感謝します！
生きる理由をくれてありがとう！

どこにいても、あなたの成功と健康を祈り続けます！
そしてもちろん、どこにいてもずっと応援しています！
あなたの名前と共に歩み続け、約束を守り続けます。

かなた、最高のアイドルでいてくれて、私のそばにいてくれてありがとう！
かなたちゃん！！！卒業おめでとう！！！
",2019,https://x.com/akushayang_/status/1385226485913595906/photo/1,Indonesia
Reverie Neko,"Thank you for being the reason I got into hololive! You were there during both sad and happy times, and your singing is and will continue to be one of my favorites! I will miss you dearly but I hope you will continue finding happiness in whatever you do!! かなたん大好き！！ドッコイショ！ドッコイショ！ソーラン！ソーラン！",2020,,Malaysia
ibowsylam,天使に別れを告げるのは悲しいけれど、彼女が人生の新たな時代へと歩み出すことを心から嬉しく思います。私たちの愛しい天使よ、高く羽ばたいていってください。（ショートバージョン）,2021,,Australia
,かなたんへ  私は日本語が得意ではないので、翻訳機を使っています。  2020年に初めてかなたんを知りました。そのとき、かなたんは私が初めて出会ったVTuberであり、ストリーマーであり　アイドルでした。当時はまだ高校生で、すべての配信を追うことはできませんでした。  いつか日本に行き、かなたんのステージを直接見たいと強く願っています。今はまだブルーレイでの鑑賞が精一杯ですが。そして、かなたんがいてくれて、いつも全力で頑張ってくれていることに心から感謝しています。ですから、どうかゆっくり休んでください。これからの人生が充実したものでありますように。  （追伸：もう草は食べないでくださいね）,2020,,Malaysia
Me10etta,Man I Miss Kanataso,2024,,Hong Kong
HoboCat,カナタ、君の歌声と全ての努力が大好きだ。君は私の励みであり、歌をやめないだろうと知っている。だって歌をやめるなんて残酷すぎるから。愛してるよ、カナタ！,2020,,United States
Metalli,Thank you Kanatan for being our angel for these years. I'm happy I got to be there to support you on your idol journey.,2022,,Finland
Stephanie,手紙も郵送しました。そちらにはもっと気持ちを込めています…でも改めて言わせてください：生きていてくれて、ここにいてくれて、あなた自身を私たちと分かち合ってくれてありがとう。ずっとあなたを愛しています。ずっとあなたを恋しく思います。ずっとあなたの幸せを願っています。この6年間、本当にありがとう。そばにいてくれてありがとう。あなたは永遠に私の推しです。この人生でなくとも、この世界でなくとも、また会えることを願っています。今まで本当に、本当にありがとう。大好きよ、天音かなた。,2019,,Singapore
jaxmad5,Thank you for everything Kanata! We all love you! この6年の間、みんなにとって大事な宝物だよ。海外ニキの僕はいつもかなたんの配信見て、日本語少しでも喋れるようになった。嬉しい時も、悲しい時も、笑える時も、全部忘れないから！いつまでもかなたんの事大好きです！,2020,,United States
Elt,"I wish you the best Miss Kanata. I hope that, no matter what, you get to accomplish all your dreams.",2020,https://x.com/Elt_51420/status/1787393622670704789?s=20,Mexico
HD,６年間、へい民のためにすべてをかけて限界までがんばってくれたこと、生涯忘れることはありません。かなたんの心身の健康と幸せがわたしたちファンにとってのなにより一番の願いです。とても長い期間、ひとりでつらかったし、苦しみましたよね。力になれない無力さが悔しくてなりません。人生で唯一、最初で最後の世界一すばらしい最高の推しに出会えたこと、最高のアイドルであり、カッコよく、おもしろく、心優しく、不器用で、がんばり屋で、負けず嫌いで、心配させまいと強がりで、声やしゃべり方や動きもかわいすぎる、美しい魂を持った貴女が、今後も楽しく健康で幸せに存在してくれますよう、これからもずっと願っています。だから、また,2020,,Japan / 日本
パーカー,かなたさんの今までの配信本当にありがとうございます。学校から帰ったらいつもかなたさんの配信を楽しみしていました。海外ニキのみんなにかなたさんのいいところを見せてみたかったので今年、英語の字幕がある切り抜きをずっと作っていました。かなたんさんもうすぐ卒業するんですが、みんながかなたさんとの思いでを絶対忘れません。これからの人生を幸せで過ごせますように願います。,2023,,Singapore
MillenniumDays,"Kanatan always tried new things and didn't give up easily. Over 6 years they became a charming, chatty and funny idol who sang with strong emotions! I'm a shy person who was inspired by Kanatan to be happy to try new things too.
I'll miss Kanata, and I'm proud to have been a Heimin!.",2020,https://x.com/DannyMillennium/status/2003450660248059920,United Kingdom
Sudla Steel,Never give up singing. You inspired me to always do my best. Thank you for everything.,2021,,United States
イレベン,"かなたんへ、
まず、出会ってくれてありがとう
かなたんは僕の初めての、代わりがない推しです
正直に卒業するのはまだ実感できてないけど、かなたんの言うことを聞いたら、ちゃんと休んで、健康を取り戻すことがなにより願っていると思うようになった
かなたんがへい民の幸せを願っているからこそきっとなれると思うから、かなたんも必ず安心して、幸せで居てね
大好きだよ、またいつかどこかで会えるように",2020,,United States
minus_3925,"Kanata, thank you for these 6 years in Hololive. Your kindness, strength, and smiles meant a lot to me. Please take care of yourself and walk your new path happily and peacefully. I’ll always be grateful. Thank you.",2019,https://x.com/minus_3925/status/2003802095443685817,Malaysia
,"日本語が話せないので短く書いています。 
かなたその先に歩く日に幸せだけいっぱいになってほしいです
かなたそがいたことをいつまでも覚えています。",2021,,"Korea, South"
Allen_TW,台湾出身のへい民です。 中学生の頃からずっとかなたちゃんを推しています。 私が落ち込んでどうしようもなかった時、かなたちゃんは私に笑いと元気をくれました。本当にありがとうございます。 今は学業が忙しくなりましたが、変わらず大好きです。 6年間、活動を続けてくれて感謝しています。 これからも体に気をつけて、夢を追い続けてください！,2021,,Taiwan
Rajiel☆,"かなたんを忘れられず恋しがりながら帰ってくるのをいつまでも待つよ
一生愛してる",2021,,"Korea, South"
Hiirumi,"かなたへ,
俺もカナタみたいに、悩みをあんまり人に言えないタイプなんだ。自分で抱え込んじゃう感じ。  でも、カナタは俺よりずっと大変なのに、ちゃんと前を向いて頑張ってて、本当にすごいと思う。  だから俺にとって、カナタはヒーローなんだ。人生のどん底だった時にカナタに出会って、また少しだけ光が見えたんだ。  
本当にありがとう。  
大好きだよ。",2020,https://x.com/Hiirumi/status/2003800924234580462?s=20,Malaysia
Chaore,"You were dazzling, Thank you.",2020,,United States
DeRp Meister,"Hello Kanata! I started following Hololive right around your debut, and you have been my kamioshi ever since. You appeared at a low point in my life and cheered me up, and I hope that us Heimin have done the same for you. Thank you for everything from streams to songs these past 6 years.",2019,,United States
Bleno,"Kanata, thank you for everything!! You made everyday better for me! I wish you the best of everything!!",2024,,Philippines
StunHeck,"Thank you for all the smile and laughter, Kanatan. ",2025,,Malaysia
drago,"こんかなた！
かなたんが好きだった一人です。まずは、今までありがとうございました。天使であるあなたが多い人たち、へいみんたちを笑顔にして歌声でみんな感動させたと思います。行くなって言いたいですけどもう遅いみたいですね。今はあなたが行くこれからに幸運があることを祈ります。あなたが好きだったへいみんの一人としてあなたを絶対忘れずに心にきざみます",2022,,"Korea, South"
Vulixatium12,"君に救われて、君の歌に今まで救われてきたから、ずっと君の歌を聴きたいし、会いたい。君がいなくなるのは悲しいけど、ずっと幸せで良いことを願ってる。だから、もしまた来たくなったら、いつでも立ち寄って。それでいいよ。ずっと待ってるから、気が向いたらいつでも立ち寄って。生まれてきてくれてありがとう。君を推しにできたことを後悔したことは一度もない。どうか健康で幸せに過ごしてね。I Love PP Tenshi forever, かなたん大好き",2021,https://x.com/vulixatium12/status/2003804105719062627?t=_tQU8hUVspdX_tXREjIPfg&s=19,Indonesia
TruSanKyuu,"Thank you for all the the fun streams over the years, the singing stream, the gaming streams, the chatting streams and everything else, it was all so much fun! Please make sure to keep looking after Lamy, she along with everyone else in hololive loves you so much! ",2020,,United States
BeanBun,"かなたん、素晴らしい6年間を本当にありがとう！

あなたの仕事衣装お披露目をきっかけにへい民になり、それ以来、できる限り配信や切り抜き、そして音楽を追いかけてきました。これまでずっとたくさんの幸せをもらい、2025年は私の人生で一番の年になりました。

これから始まる新しい人生の章が、素晴らしいものになりますように。今まで本当にありがとう。どうか体に気をつけてね。",2021,,United Kingdom
Kuurena,"この6年間、本当にありがとう。

最初僕はアバターと声が好きだっただけなのに、楽しそうに歌う姿を見て、どんどん好きになっちゃいました。それで、一生懸命頑張る姿を見て、僕も頑張ろうって思えるようになったんです。
かなたんを推しにできて、本当に良かった。これらの思い出は、一生忘れないと思います。
お疲れ様でした。
これからは幸せになってね。ずっと応援してるから",2019,https://x.com/KuurenaXD/status/1995855831653601662,Thailand
Thrud,"かなたんは強くて優しくて、誰が敵うの…？本当に“最強の天使”だよ。
かなたんのこと、誰も忘れないし、全部の思い出をずっと大切にする。
そのまっすぐさに救われた人、動かされた人がたくさんいるよ。
これから先も、かなたんならどんな壁だって乗り越えられる。心から幸せを願ってる🙏🩵",2022,https://x.com/thrud_ygo/status/1995961957812502674,Germany
へいへい ドゥ,"かなたは、私が初めて好きになったアイドルであり、
そしてきっと最後に好きになるアイドルです。

こんなにも長い時間、誰かを想い続けたのは本当に初めてです。

かなたがいない日常を考えると、正直とても怖いです。
それでも、かなたが幸せでいてくれるなら、
その気持ちだけで私はきっと耐えられます。
それでも、いつか機会があれば、また会えたらいいなと心から願っています。

これからもずっと好きでい続けます。
いつまでも、待っています。
本当に……本当に大好きです。",2021,,"Korea, South"
Vaeiran,"Fly as high as you can like a Tenshi, but you can rest in somewhere.
Wherever it is, our spirit go with you!!",2022,,Indonesia
Miyo,Thank you for all the time you spent with us Kanata! Gen Four will always be my jp oshis!,2021,,United States
kokpig,"i hope you do well, i first saw your video was superbunny man wiih pekora, you are cheerful and funny.",2020,,Singapore
PO1995,"かなた、
コロナ禍において、私たちに希望と光を届けてくださり、本当にありがとうございました。
素晴らしい歌声やライブパフォーマンス、そして心温まるトークを、いつも楽しみにしていました。
ご多忙な中でも配信を続けてくださったことに、深く感謝しています。
ご卒業後は、どうかお身体を大切に、ゆっくりお過ごしください。",2019,,Malaysia
Jesper,かなたんのおかげで、これまでどんな辛い時も乗り越えました！頑固なところ、可愛くて、カッコいい！一生かなたんのこと推し続けます！！,2020,https://twitter.com/bonermysword/status/1924574070085189799?s=46,Singapore
SHO,"かなたん6年間お疲れさまでした〜
3Dライブの動画でロングトーンを見てからこんな凄い人いるんだ！って思ったのがきっかけでした
それから配信を見て優しくて誠実で真っ直ぐな天音かなたを応援したくなりました。
メンタルが崩れたとき体調が悪い時に曲を聴いて元気を貰っていました✨
ソロライブを現地で応援することが出来て本当に嬉しかったよ！
VTuberの現地ライブもアイドルを好きになるのも初めてで色々な経験が出来たのも楽しかった✨
かなたんの活動に対するこだわりが歌が大好きだよ(^^)
本当に沢山の大切な思い出をありがとう！
へい民になれて本当に良かった💫
これから沢山の幸せがありますように😌",2023,https://x.com/oshouakaunt/status/2003819321932558596,Japan / 日本
Ezdragon,"​いつだってかなたの幸せを願っています。
ぜひまた会えますように…",2021,,"Korea, South"
小詩 (こうた),"こんかなた〜 小詩(こうた)と申します。フィリピンからのへい民です。僕は高校時代からかなたんの配信を見て、かなたんの歌を聴きました。本当に最高でした。かなたんの配信でいつも元気出ます。歌声にも毎回驚き感動します。日本語の勉強にもなりました。ありがとうございした。

今は大学生でちょっとだけ歌い手になろうとしてます。かなたんが本当に行くのは、未だに身に沁みてないんですけが前を向いて頑張るしかないです。この5年間を楽しませており、真に感謝します。かなたんの行き先がどこであろうと、僕はいつでもかなたんを応援します。これからも歌を聴き続き、かわいいとこ、かなたんをこの心に刻みます。お疲れ様でした。",2020,https://x.com/i/status/2003820949582594181,Philippines
Turbo apples 123,"Thank you for everything Kanata. You were my first vtuber and I hope you have fun after graduation. おつかなた, 本当にありがとう",2020,,United Kingdom
GOKA,"ふと気づいたら曲を聴いて、切り抜きを見て、アーカイブまで漁る毎日。
握力59.9キロというパワーを持ちながら可愛さも全開で、そのギャップに完全Knock Out。
イケボもカワボも出せて、歌い方も本当に大好きで、LOCK ONの時は完全に心を撃ち抜かれました。
アイドルオタクな一面やキレキレのツッコミも最高で、笑って元気をもらっています。
気づけば再生ボタンを押す手が止まらず、次気づいた時にはには1日が終わっていました。
今日もありがとう。明日も笑わせてください。最推しforeverです。
卒業しても同じ空の下から応援し続けます。
ずっと大好きです！！",2024,,Japan / 日本
Chi Hua,"Kon Kanatan! I'm the lucky Heimin that got the ""Angel's Breath"". Hard to believe it been 4 years ago. I wish that you will always happy, healthy, no matter what you will do in the future. Thank you for everything. Otsukanata!",2020,https://x.com/zWasabi404/status/1514590787799257090?s=20,Vietnam
Ayr,"かなたん、

素晴らしい年月をありがとう。最初からずっと応援してきた者として、君を応援し、成長を見守り、君に毎日を明るくしてもらえたことを光栄に思います。

かなたは素晴らしい歌手であり、真のアイドルです。

かなたんの声を絶対に忘れません！",2019,,United Kingdom
Pecan-San,Thank you Kanataso. Words cannot express how thankful I am for the past 6 years of hard work. I will continue cheering you in your next stage whatever that may be!!!,2019,https://x.com/PecanSanVT/status/2003830180801098113?s=20,United States
夜焔 / Yohomura,"かなたそ、大変ありがとうございます！
たくさん思い出と歌曲どうもありがとうございます！
かなたその歌声はめっちゃ好きだから歌うのは辞めないでください！
かなたその未来に幸運と健康の続くことを祈ります！",2022,https://x.com/i/status/1964483729973559659,Israel
Star ルイス,"かなたんの歌が俺の生活を豊かにしてくれて、配信が俺の顔にたくさんの笑顔をもたらしてくれました。
6年間いっぱいいっぱいありがとうございました！！！",2025,https://x.com/subterrastars/status/1955974686023761937?s=46&t=Sncvku6LScZ1lq9dj9aVHg,Malaysia
third12,"I feel so blessed to have met such a kind and cute angel like you, Kanatan. I’m so happy that you exist and so grateful for all the joy you’ve given me over the past six years. I will truly miss your voice and your singing. Thank you for everything, Kanatan. I will never forget you. Take care always",2020,https://x.com/_third12/status/2003831263321563303,Philippines
Patty,"かなたん、かなたんは私の最初のVTuberで、最愛の神推しだよ。人生を諦めそうだった時、かなたんを見て希望をもらって、本当に救われたんだ。

かなたんのおかげでまた絵を描き始めて、大切な友達もできたよ。ライブが見たくて日本にも行けたし、かなたんのおかげでたくさんの夢を叶えられたんだ。私のイラストも、いつかかなたんに届くといいな。

本当にありがとう。暗闇の中で私を導いてくれたのは、かなたんという光だったよ。これからもずっと、ずっと応援してるね！",2021,https://x.com/patipafu/status/1995785936211522026,Philippines
Reon,"どんな困難にも負けずに夢を追いかけるかなたんの姿を見て、私も前に進み、自分の夢を叶えようとする勇気をもらいました。
かなたんのおかげで、今では大切な友だちと呼べる素敵な人たちにもたくさん出会えました。心から、ありがとう。

P.S. 音楽を絶対にあきらめないでください。",2020,,Philippines
ryookera (valshia),"たくさんの「ありがとう」を伝えたいです。いつも楽しい配信をありがとう。素敵な歌と歌声をありがとう。最高のライブをありがとう。特に、「僕の人生を変えてくれた」ことに関しては、ファンレターで綴り送りました。無事に届いていることを祈ります。

忘れないでください。かなたその夢は、へい民たちの夢です。そして、かなたその幸せは、へい民たちの幸せでもあります。これからどんな人生を歩むのか、僕達は知る由もありませんが、どこにいても、何をしていても、あなたの幸せを願っています。

「努力とは最後まで諦めないこと」
この言葉をずっと大切に、これからも多くの事を諦めずに向き合っていきます。
またいつか、どこかで。",2021,https://x.com/ryookera/status/1752148085797691545,Japan / 日本
いるるー,6年間本当にありがとう！かなたんのおかげでいろんなことを頑張れたし、かなたんと過ごす日常が大好きだよ。たくさん頑張ってくれてありがとう！6年で1度もかなたんに嫌な気持ちにさせられたことなかったよ。一緒に過ごせて、一緒にいろんな夢をかなえられて、たくさん話して、家族と同じくらい大切にしてくれて嬉しかったよ！ツッコミもゲームも上手になって、歌もダンスも本当に上手になって、成長を見せてくれてありがとう！かなたんを推しててよかったって何度も思ったよ。応援しててよかった！この先会えなくても声が聴けなくてもずっとかなたんの味方だよ。これからもずっと幸せでいてね。ずっとずっと大好きだよ！またね！,2019,,Japan / 日本
SwagJuice11,"Thank you for everything, Kanata! I am an overseas fan, but learning about you and listening to your songs brought me a lot of joy, even if I don't speak Japanese. You have inspired me to continue following my dreams no matter what my situation is. I wish you the best of luck for the future. <3",2020,,United States
ちゃいも,"何者にもなれなかった頃、ホロライブを知り、その中でかなたんとココ会長の事が大好きでした。
たくさん、元気と勇気をもらい、僕の心を形作る大きな存在です。広く浅くホロライブを見ていた僕はまだまだ知らないことがばかりですが、この言葉を伝えます。
かなたん！！大好き！！！",2025,,Japan / 日本
Coggy,"かなたさんへ、
今までの活躍お疲れ様でした！僕はデビューから応援していたものですが、あの時は日本語まったくわからなかった。今は、かなたの影響で、日本まで住んでいます！かなたんのアイドル力は凄いすぎるかも！
配信はいつも本当に面白かった。アルバムと歌声は最高です。話は感動しました、僕も人生をチャレンジして見たい、音楽作って見たい！全部天音かなたの影響です。
本当にありがとうございました。今から頑張ってね！
最高と最強のアイドルでした！！",2019,https://x.com/limekishi/status/2003833581060444516?s=46,United States
TheUnknownKZ,"Hei, Kanatan! Thank you very much for being in Hololive for 6 years, I wish you all the best for your future and I hope that you will take good care of your health. You will always be our favourite Perfect Pitch Tenshi! This is not a ""goodbye"", it's a ""see you later""!",2021,,Malaysia
Astarin (アスタリン),"いつもありがとう、かなたそ！
2020年にホロライブを知ったのは、ホロライブのおかげです。初めてきみの配信を見た時、「わあ、この子可はすげ愛い」と思ったのを今でも覚えています。その時からきみはずっと私の神推しです。そして、その選択を後悔したことは一度もありません！きみのユーモアとポジティブさで、私の毎日を明るくしてくれます。きみはいつも仕事に全力を尽くしていて、そのことをいつも尊敬しています。いつも幸せで健康でいられますように。かなた、すきだよ！",2020,,Vietnam
Kindvirus,"Kanata!  When I wanted to give up on my career as an artist, you used my art for your posts and it brought me back to life again, I kept going because of you. Your wonderful singing and fun streams helped me get through difficult times in my life. Thank you, I want to see you again someday!",2021,https://x.com/Kindvirus999/status/1999992736796320092,Brunei
クレム,"これまでリリースしてきたすべての曲をネイティブレベルで理解できるよう、日本語を勉強したいと思っています。
そして、いつか3Dコンサートを生で観たいと思っています。
かなたの歌声にインスピレーションを受け、ありがとうございます。",2023,https://bsky.app/profile/arcs0987.bsky.social/post/3maqhybccn223,Canada
ZrieeHeimin,こんにちは、カナタ。私の名前はZrieeです。インドネシアのジャカルタ出身のヘイミンです。2020年から今までヘイミンをやってきました。カナタさんがホロライブを卒業する時はとても悲しかったです。絶望するほど悲しかったのですが、卒業についてのライブストリームをもう一度見たとき、卒業は自分で決めるものだとたくさん学びました。いつになっても、私はヘイミンであり続けます。カナタさんのような素晴らしい推しがいたことを、私は決して忘れません。大好きです。いつもカナタさんを応援しています。,2020,https://x.com/i/status/1899644165606252688,Indonesia
Abby,"かなたんへ、
マレーシアのへい民です！女ファンだよ♡最初は、かなたんの寝起きの可愛い声に惹かれましたwかなたんはデビュー当初は陰キャラたけど、今では場を盛り上げる配信者に成長していて、凄かったよ！かなたんはいつも周りの人を気遣ってくれて、でも、これからは自分を一番に考えてあげてください！ ソロライブは素晴らしかった（その日は私の誕生日でもあったので嬉しかった！）美しい高音も磁力のある低音も好き！かなたんはもうインタネットには出ないって言ってたけど、またかなたんの声が聞きたいなと思ってる🥺トワ様が言ってたように、あまり意固地にならないでねwどこても応援してるよ！ありがとう！（Google翻訳）",2021,https://x.com/i/status/2000255486420234663,Malaysia
Abren,"かなたんに人生を救われました。  
かなたんを推すようになって、本当に幸せでした。  
その思い出は一生忘れません。  

かなたんに救われた分、恩返しをしたくて、  
諦めていた絵を最後まで一生懸命描きました。  

かなたんの幸せを心から祈っています。  
かなたんは永遠にへい民の世界一のアイドルだよ！",2024,https://x.com/4_br3n/status/2003835859502797151?s=20,"Korea, South"
Arisae,"Thank you Kanata for everything. I am grateful for how much you made me smile. Good luck with your future!
天音かなた,すべてに感謝します. あなたが私をこんなに笑顔にしてくれたことに感謝しています. 今後のご活躍をお祈りします！",2020,https://x.com/ari_sae_/status/2003836480117182747,Australia
KI,6年間、かなたの歌を聴いて、共に過ごせて本当に幸せでした。かなたん大好きです。,2022,,"Korea, South"
